,win,one1,one2,one3,one4,one5,two1,two2,two3,two4,two5
18418,1,Renekton,Kayn,Anivia,MissFortune,Soraka,Sett,Karthus,Xerath,Kaisa,Taric
18419,1,Aatrox,Graves,Taliyah,Senna,Pyke,DrMundo,Kayn,Swain,Jhin,Xerath
18420,1,LeeSin,Yasuo,Gwen,KogMaw,TahmKench,Olaf,Warwick,Sylas,Samira,Renata
18421,1,Sett,MasterYi,Vex,Kaisa,Morgana,Mordekaiser,Poppy,Swain,Tristana,Nautilus
18422,0,Ashe,Morgana,Zac,Garen,Malphite,Yasuo,Galio,Yone,Quinn,Ivern
18423,0,Taliyah,Viego,Ahri,Karthus,Pyke,Gwen,Diana,TwistedFate,Tristana,Yuumi
18424,1,Darius,Graves,Kassadin,Kalista,Rell,Malphite,Warwick,Yasuo,Caitlyn,Braum
18425,1,Teemo,Rengar,Annie,Ezreal,Lux,Gangplank,Volibear,Yasuo,Swain,Rell
18426,0,Sett,Khazix,Xerath,Samira,Thresh,Sion,Vi,Swain,Ashe,Yuumi
18427,1,Tryndamere,Nocturne,Syndra,Jhin,Brand,Darius,Khazix,Vladimir,MissFortune,Swain
18428,0,MonkeyKing,Zac,Yasuo,Xayah,Rakan,Yorick,LeeSin,Ahri,Vayne,Seraphine
18429,1,Irelia,RekSai,Fizz,Ezreal,Lux,Garen,Zac,Ahri,Caitlyn,Nami
18430,0,Kayle,LeeSin,Zoe,Kaisa,Zyra,Vladimir,XinZhao,Sylas,Sivir,Blitzcrank
18431,0,Katarina,Volibear,Yorick,Caitlyn,Nami,Graves,Hecarim,Anivia,Jinx,Brand
18432,1,Chogath,Karthus,Xerath,Lucian,Nami,Yone,FiddleSticks,Viktor,Jhin,Sona
18433,1,Mordekaiser,Nocturne,Annie,Jinx,Brand,Hecarim,Khazix,TwistedFate,Caitlyn,Heimerdinger
18434,1,Gangplank,Volibear,Annie,Samira,Yuumi,Camille,Viego,Cassiopeia,Draven,Pyke
18435,0,Gangplank,Graves,Chogath,MissFortune,Zyra,Ornn,Viego,Neeko,Jhin,Nidalee
18436,0,Brand,Viego,Neeko,Tristana,Renata,Olaf,Shaco,Taliyah,Kaisa,Senna
18437,0,Mordekaiser,Rengar,Pantheon,Vayne,Soraka,Darius,MonkeyKing,Ekko,MissFortune,Bard
18438,0,Sett,MasterYi,Morgana,MissFortune,Soraka,Urgot,FiddleSticks,Lissandra,KogMaw,Swain
18439,1,Kayle,Shyvana,Sylas,Jhin,Lulu,Kennen,Shaco,Lux,Caitlyn,Leona
18440,0,Garen,Udyr,Viktor,Jhin,Senna,Olaf,MasterYi,Zoe,Caitlyn,Nautilus
18441,0,Urgot,Khazix,Ryze,KogMaw,Braum,Illaoi,MasterYi,Zed,Ashe,Swain
18442,1,Gnar,Graves,Vladimir,Xayah,Blitzcrank,DrMundo,Vi,Taliyah,Ezreal,Shaco
18443,0,Darius,Graves,Malzahar,TahmKench,Senna,Kayle,Warwick,KogMaw,Samira,Lulu
18444,1,Mordekaiser,Shyvana,Zed,Caitlyn,Yuumi,MonkeyKing,Elise,Fizz,Ezreal,Maokai
18445,0,Mordekaiser,Vi,Yasuo,Vayne,Pantheon,Anivia,Shaco,Irelia,Varus,Sett
18446,1,Urgot,Nunu,Gangplank,Vayne,Velkoz,Sion,Khazix,Brand,Jhin,Malphite
18447,1,Teemo,Khazix,Taliyah,Kaisa,Rakan,Yone,Warwick,Akali,MissFortune,Nautilus
18448,1,Chogath,Warwick,Lux,Jinx,Nami,Quinn,Rengar,Ahri,Draven,Renata
18449,1,Garen,Rammus,Ahri,Ezreal,Nautilus,Aatrox,Ekko,Katarina,Aphelios,Pyke
18450,1,Fiora,Kindred,Annie,Caitlyn,Swain,Zac,Khazix,Orianna,Jinx,Sona
18451,1,Jax,Evelynn,Viktor,Talon,Brand,Sion,Viego,Ekko,Ezreal,Yuumi
18452,0,Kled,Poppy,Vex,Heimerdinger,Lulu,Aatrox,Hecarim,Zoe,Tristana,Braum
18453,1,Akali,MonkeyKing,Xerath,Kaisa,Pyke,Tryndamere,Khazix,Sylas,Lucian,Nami
18454,1,Gnar,MonkeyKing,Swain,Jinx,Janna,Poppy,Azir,Chogath,Vayne,Brand
18455,0,Malphite,Kayn,Aatrox,Ezreal,Nautilus,Teemo,Brand,Katarina,Kaisa,Senna
18456,1,Chogath,Shyvana,MissFortune,Jinx,Leona,Darius,Kindred,Fizz,Tristana,Yuumi
18457,1,TahmKench,LeeSin,Garen,Lissandra,Xerath,Camille,Kayn,Yasuo,Vayne,Zyra
18458,0,Illaoi,Gwen,Akshan,Jhin,Nami,Brand,Lillia,Talon,Caitlyn,Ornn
18459,1,Yone,Olaf,Katarina,Ezreal,Swain,Sett,XinZhao,Yasuo,Tristana,Syndra
18460,0,Sett,Zac,Morgana,Jhin,Lulu,Graves,Kayn,Vayne,Lucian,Janna
18461,0,DrMundo,Diana,Syndra,Tristana,Xerath,Kayle,Zac,Lux,Swain,Leona
18462,0,Malphite,MasterYi,Poppy,Samira,Zilean,Camille,Kayn,Vladimir,Twitch,Leona
18463,1,Graves,Kindred,Anivia,Caitlyn,Brand,Nasus,Talon,Taliyah,Jhin,Nautilus
18464,1,Yorick,Kayn,Ahri,MissFortune,Janna,Garen,Nocturne,Veigar,Vayne,Nami
18465,0,Yasuo,LeeSin,Xerath,Ezreal,Bard,MonkeyKing,Hecarim,Ryze,Lucian,Nami
18466,0,Tryndamere,FiddleSticks,Ryze,Lucian,Nami,Olaf,Lillia,Annie,Kalista,Poppy
18467,0,Azir,XinZhao,Veigar,Samira,Leona,Yorick,Nocturne,Ekko,Jinx,Nautilus
18468,1,Fiora,Kayn,Akali,Zeri,Yuumi,Kayle,Hecarim,Ahri,Aphelios,Pyke
18469,0,Tryndamere,Nocturne,Katarina,Lucian,Swain,Fiora,Graves,Ekko,Kaisa,Shen
18470,1,Quinn,Skarner,Syndra,Samira,Janna,Kaisa,Sejuani,Xerath,Lucian,Lulu
18471,1,Pantheon,Karthus,Yone,Ezreal,Soraka,Aatrox,Zac,Vladimir,Vayne,Renata
18472,1,Illaoi,Hecarim,Talon,Ezreal,Xerath,Garen,Rengar,Vex,Xayah,Nami
18473,0,Kayle,Kayn,Kennen,Vayne,Yuumi,Mordekaiser,Warwick,Veigar,Jhin,Zilean
18474,0,Riven,Khazix,Nasus,Jhin,Nami,Fiora,Poppy,Neeko,Tristana,Pantheon
18475,1,Darius,Lillia,Yasuo,Caitlyn,Morgana,MonkeyKing,Kayn,Malphite,Twitch,Senna
18476,0,Kayle,Olaf,Yasuo,Tristana,Lux,Kennen,MasterYi,Yone,KogMaw,Sona
18477,1,Gwen,FiddleSticks,Yone,Ezreal,Senna,Sion,Nocturne,Tristana,Jinx,Karma
18478,1,Sett,MonkeyKing,TwistedFate,Brand,Nami,Gwen,RekSai,Xerath,Vayne,Janna
18479,1,Akali,FiddleSticks,Qiyana,Samira,Rell,Sion,Khazix,Vex,Jhin,Alistar
18480,0,Illaoi,Blitzcrank,Akali,Samira,MasterYi,MonkeyKing,Khazix,Viktor,Jinx,Janna
18481,1,Sion,Shaco,Taliyah,Twitch,Senna,Kayle,MasterYi,TwistedFate,Draven,Renata
18482,0,Jax,Taliyah,Lucian,Zeri,Morgana,Sion,Graves,Irelia,Sivir,Neeko
18483,0,Teemo,Diana,Malzahar,MissFortune,Velkoz,Rengar,TahmKench,Ahri,Lucian,Nami
18484,1,Kayle,Ekko,Xerath,Ziggs,Maokai,Swain,JarvanIV,Fizz,Ezreal,MissFortune
18485,1,Kled,MasterYi,Leblanc,Seraphine,Renata,Shen,Volibear,Yone,Ziggs,Morgana
18486,1,Nami,Lucian,Ekko,Ornn,Viego,Gnar,Gwen,Brand,Caitlyn,Sylas
18487,1,Jayce,Nocturne,Fizz,Draven,Brand,Olaf,Taliyah,Kassadin,Lucian,Yuumi
18488,0,Gnar,Kayn,Vex,Ezreal,Soraka,Sett,RekSai,Swain,Lucian,Nami
18489,1,Shen,Kindred,Yone,Caitlyn,Senna,Teemo,Taliyah,Ziggs,Ashe,Pyke
18490,1,Aatrox,Volibear,Vex,Kaisa,Sylas,DrMundo,Ekko,Katarina,Lucian,Lux
18491,1,Olaf,Lillia,MonkeyKing,MissFortune,Nami,Vladimir,Graves,Anivia,Swain,Nautilus
18492,1,Olaf,Graves,Lux,Tristana,Zilean,Sion,Viego,Katarina,MissFortune,Zyra
18493,1,Riven,Khazix,Swain,KogMaw,Lulu,Yasuo,Olaf,Vladimir,Kaisa,Pyke
18494,1,Teemo,Jax,Malzahar,Jhin,Lux,Gangplank,Nocturne,Ahri,Ezreal,Swain
18495,0,Kayle,LeeSin,Akali,Tristana,Thresh,Gangplank,Warwick,Brand,MissFortune,Seraphine
18496,0,Illaoi,Diana,Irelia,Samira,Taric,Renekton,Volibear,Viktor,Jhin,Brand
18497,1,Volibear,Kayn,Yone,Heimerdinger,Morgana,Kayle,Nunu,Akali,Jhin,Nautilus
18498,0,Kayle,Rengar,Ahri,Akshan,Senna,TahmKench,Kayn,Lux,Tristana,Morgana
18499,0,Yone,Nidalee,Leblanc,Lucian,Sona,Volibear,Viego,Galio,Ezreal,Pyke
18500,1,Aatrox,Viego,Yasuo,Varus,Blitzcrank,Garen,Graves,Taliyah,Samira,Yuumi
18501,0,Garen,Shaco,Ryze,Caitlyn,Amumu,Teemo,Nocturne,Lucian,Vayne,Yuumi
18502,0,Udyr,RekSai,MissFortune,Fizz,Soraka,Yasuo,Shyvana,Blitzcrank,Samira,Zoe
18503,1,Aatrox,Rammus,Brand,Lucian,Nami,Teemo,Viego,Taliyah,Zeri,Taric
18504,1,Illaoi,Khazix,Zoe,Xayah,Sona,Jax,Amumu,Veigar,Samira,Leona
18505,1,Darius,Udyr,Vladimir,Kaisa,Morgana,Shen,Mordekaiser,Zed,KogMaw,Lulu
18506,0,Riven,Shyvana,Akali,Jinx,Senna,Mordekaiser,Graves,Anivia,Caitlyn,Pyke
18507,0,Garen,Ekko,Zed,Draven,Sona,Graves,MasterYi,Azir,Lucian,Gragas
18508,0,Sett,MasterYi,Leblanc,Senna,TahmKench,Aatrox,Vi,Swain,Kaisa,Seraphine
18509,1,Ornn,MonkeyKing,Azir,Yasuo,Nami,Olaf,Karthus,Xerath,Ezreal,Vladimir
18510,0,Karma,Jax,Sylas,Vayne,Soraka,Cassiopeia,FiddleSticks,Nasus,Sivir,Thresh
18511,0,Zeri,Graves,Katarina,Jhin,Lux,Urgot,Viego,Leblanc,Kaisa,Leona
18512,0,Kayle,Amumu,Pantheon,Vayne,Zoe,Yasuo,Volibear,Orianna,Samira,Pyke
18513,0,Gangplank,Volibear,Talon,Ezreal,Renata,Renekton,MonkeyKing,Kayle,Kaisa,Brand
18514,0,Mordekaiser,MonkeyKing,Sion,Jhin,Renata,Riven,Shyvana,Orianna,Kalista,Janna
18515,1,Volibear,Samira,Anivia,Twitch,Blitzcrank,Kayle,LeeSin,Viktor,Ezreal,Karma
18516,0,Sett,Rammus,Kayle,Caitlyn,Veigar,DrMundo,Sejuani,Yasuo,Jhin,Lulu
18517,1,Volibear,MonkeyKing,Ziggs,Zeri,Xerath,Mordekaiser,RekSai,Lux,Ezreal,Senna
18518,0,Malphite,Hecarim,Ahri,Jhin,Braum,Teemo,Shyvana,Morgana,Xayah,Swain
18519,1,Sylas,Volibear,Tristana,Ashe,Pyke,Yone,Amumu,Xerath,Ezreal,Sona
18520,0,DrMundo,Kayn,Xerath,MissFortune,Thresh,Kayle,Viego,Ahri,Jhin,Seraphine
18521,0,Gwen,Trundle,Anivia,Ezreal,Shaco,Vayne,JarvanIV,Taliyah,Fiora,Lulu
18522,0,Nasus,Lillia,Gangplank,Caitlyn,Morgana,Vladimir,Nunu,Graves,Jinx,Nami
18523,1,Teemo,Sejuani,Galio,Samira,Rell,Shen,Nocturne,Ziggs,Kaisa,Lux
18524,1,Chogath,Lillia,Zed,Caitlyn,Velkoz,Gwen,Hecarim,Ekko,Zeri,Leona
18525,1,MasterYi,Talon,Camille,Ziggs,Pantheon,Trundle,Hecarim,Orianna,Kaisa,Alistar
18526,0,Olaf,Kayn,Syndra,Vayne,Xerath,Quinn,Gragas,Sylas,Ashe,Janna
18527,1,Rengar,Sejuani,Irelia,Draven,Swain,Heimerdinger,Kayn,RekSai,MissFortune,Leona
18528,0,Volibear,Riven,Taliyah,Kaisa,Pantheon,Darius,Shyvana,Akali,Ezreal,Pyke
18529,1,Ornn,Shaco,Kassadin,Ezreal,Zilean,Kayle,Rengar,Ahri,Lucian,Senna
18530,0,Trundle,Kayn,TwistedFate,Jinx,Senna,Jax,Rengar,Zed,Vayne,Yuumi
18531,0,Malphite,MasterYi,Nocturne,Vayne,Thresh,Singed,Warwick,Zoe,Ashe,Morgana
18532,0,Graves,Kaisa,Galio,Gangplank,Lulu,Yasuo,Viego,Nasus,Twitch,MissFortune
18533,1,Shen,JarvanIV,Xerath,Ezreal,Poppy,Singed,Amumu,Cassiopeia,Tristana,Teemo
18534,1,Olaf,Nocturne,Veigar,Akshan,Brand,Chogath,Kindred,Caitlyn,Twitch,Pantheon
18535,1,Renekton,Diana,Chogath,KogMaw,Lulu,Nasus,Viego,Zoe,Aphelios,Senna
18536,1,Darius,Sejuani,Annie,Lucian,Nami,Sett,RekSai,Qiyana,Jinx,Yuumi
18537,1,MonkeyKing,Khazix,Pantheon,Jhin,Senna,Gnar,Nidalee,Anivia,Caitlyn,Nami
18538,0,Gnar,MasterYi,Veigar,Ezreal,Lulu,Jax,XinZhao,Teemo,Samira,TahmKench
18539,0,AurelionSol,JarvanIV,Cassiopeia,Jhin,Lux,Vex,FiddleSticks,Garen,Kalista,Leona
18540,1,Lillia,Jax,Karthus,Jhin,Renata,Darius,Khazix,Zed,MissFortune,Brand
18541,1,Urgot,MasterYi,Kassadin,Kaisa,Swain,Malphite,Nocturne,Yasuo,Ashe,Rell
18542,1,Kalista,Trundle,Malzahar,Jhin,Senna,Renekton,Sejuani,Yone,Kaisa,Lux
18543,0,Lux,Samira,Darius,Vex,Qiyana,Yorick,Ahri,Kaisa,Rell,Shyvana
18544,0,Aatrox,FiddleSticks,Akali,Ezreal,Blitzcrank,Jax,Rammus,Syndra,Kaisa,Lux
18545,1,Teemo,Viego,Kassadin,Sivir,Janna,Gwen,Kayn,Katarina,Zeri,Sona
18546,0,Kayn,Lulu,Twitch,Veigar,DrMundo,Tristana,Vayne,Renata,Malzahar,Nunu
18547,1,Riven,Graves,Ahri,Lucian,Blitzcrank,Gangplank,Diana,Yasuo,Jinx,Karma
18548,0,Darius,MasterYi,Leblanc,Zeri,Yuumi,Mordekaiser,FiddleSticks,Yone,Lucian,Leona
18549,1,Irelia,Karthus,Yone,Jhin,Seraphine,Yorick,Lillia,Katarina,Kaisa,Ashe
18550,1,Volibear,Nasus,Malphite,KogMaw,Zilean,Darius,MonkeyKing,Sylas,Senna,Swain
18551,0,Teemo,Nocturne,Vi,Jinx,Karma,Nasus,JarvanIV,Orianna,Jhin,Zyra
18552,1,Fiora,Volibear,Yasuo,Varus,Nautilus,Lillia,Hecarim,Azir,Ezreal,Braum
18553,0,Darius,LeeSin,Kayle,Xayah,Pyke,Kennen,Graves,Zilean,Ezreal,Xerath
18554,0,Garen,Diana,Galio,Kindred,Lulu,Kled,Lillia,Tristana,Jinx,Nautilus
18555,0,Jax,Karthus,Qiyana,Draven,Senna,Garen,MonkeyKing,Vex,Kaisa,Renata
18556,1,Illaoi,Ekko,Veigar,Caitlyn,Lux,Gnar,MasterYi,Graves,Seraphine,Senna
18557,1,Yasuo,Volibear,Illaoi,Ezreal,Brand,Akali,RekSai,Ashe,Jinx,Nautilus
18558,1,Aatrox,Graves,Malzahar,Ezreal,Senna,Gangplank,Viego,Sylas,Twitch,Lulu
18559,1,Jayce,Twitch,Fizz,Kalista,Maokai,Urgot,MonkeyKing,Lux,Ezreal,Morgana
18560,0,Tryndamere,RekSai,Ekko,Jhin,Morgana,Camille,Volibear,Zoe,Tristana,Thresh
18561,1,Irelia,Shaco,Anivia,MissFortune,Seraphine,Udyr,Shyvana,Galio,Kaisa,Swain
18562,0,Nasus,MasterYi,Heimerdinger,Vayne,MissFortune,Illaoi,Udyr,Katarina,Jhin,Seraphine
18563,0,Fiora,MasterYi,Ahri,Kaisa,Thresh,Jax,Trundle,Taliyah,Jinx,Xerath
18564,1,Poppy,Akali,Lissandra,Lucian,Nami,Ornn,Shaco,Yone,Ashe,Lulu
18565,1,Garen,Hecarim,Taliyah,Lucian,Pyke,MonkeyKing,Gragas,Pantheon,Tristana,Yuumi
18566,1,Aatrox,Kayn,Katarina,Lissandra,Nasus,Kayle,Rengar,Talon,Caitlyn,Leona
18567,1,MasterYi,Nidalee,Ekko,Tristana,Renata,Nasus,Hecarim,Zed,Vayne,Swain
18568,0,Sion,Urgot,Ahri,Draven,Morgana,Lillia,MonkeyKing,Anivia,Kaisa,Zyra
18569,1,Kennen,Hecarim,Yone,Vayne,Thresh,Singed,Kindred,Ahri,Caitlyn,Janna
18570,1,Irelia,Volibear,Taliyah,KogMaw,Renata,Darius,Diana,Annie,MissFortune,Xerath
18571,1,Garen,Mordekaiser,Zed,Tristana,Zyra,Kayle,Elise,Veigar,Jhin,Zilean
18572,1,Akali,Trundle,Xerath,Ashe,Pyke,Malphite,Viego,Vex,MonkeyKing,Senna
18573,1,MonkeyKing,Rumble,Velkoz,Lucian,Thresh,Gangplank,Mordekaiser,Syndra,Ezreal,Seraphine
18574,0,Riven,Volibear,Katarina,Vayne,Thresh,Nasus,Vi,Malzahar,Kaisa,Blitzcrank
18575,1,Gwen,Volibear,Zilean,Jhin,Senna,Heimerdinger,Zac,Fizz,Caitlyn,Janna
18576,0,Darius,Kindred,Sylas,Tristana,Lissandra,Sion,Kayn,Xerath,Jhin,Nautilus
18577,1,Singed,Tryndamere,Qiyana,Kaisa,Janna,DrMundo,Olaf,Lux,Ezreal,Sona
18578,1,Darius,Shaco,Annie,Jhin,Soraka,Illaoi,Nocturne,Ahri,Kaisa,Leona
18579,1,Nasus,RekSai,Syndra,MissFortune,Alistar,Sion,Nocturne,Malzahar,Sivir,Thresh
18580,0,Darius,Kayn,Annie,Ashe,Lux,Kled,Warwick,Viktor,Jhin,Leona
18581,1,Jax,Shaco,Ziggs,Twitch,Yuumi,Darius,Rammus,Kayle,Ashe,Nautilus
18582,0,Yorick,Warwick,Katarina,Ashe,Soraka,Singed,Viego,Lulu,Vayne,Leona
18583,1,Swain,Volibear,Qiyana,Tristana,Xerath,Shen,Warwick,Lux,KogMaw,Lulu
18584,1,Illaoi,Gwen,Zoe,Sivir,Renata,Quinn,Hecarim,Brand,Samira,Nautilus
18585,1,Malphite,Karthus,Akali,MissFortune,Blitzcrank,Sion,FiddleSticks,Vayne,Jinx,Xerath
18586,0,Renekton,Graves,Katarina,Vayne,Taric,Shen,MonkeyKing,Veigar,Sivir,Nami
18587,1,Sett,LeeSin,Kassadin,Tristana,Nautilus,Gangplank,Lux,Darius,Kaisa,Swain
18588,1,Vex,Taliyah,Qiyana,Lucian,Renata,Quinn,Viego,Senna,Draven,Morgana
18589,1,Nasus,Graves,Kassadin,Aphelios,Leona,Kayle,Nocturne,Tristana,Twitch,Senna
18590,0,TahmKench,Kayn,Taliyah,Ezreal,Thresh,Fiora,MasterYi,Veigar,Kaisa,Lulu
18591,0,Karma,Kayn,Swain,Lucian,Pyke,Sion,MonkeyKing,Ahri,Kaisa,Renata
18592,1,Aatrox,Viego,Lissandra,Kalista,Karma,Riven,Nocturne,Zilean,Aphelios,Sona
18593,1,Mordekaiser,Trundle,Ahri,Jinx,Lulu,Darius,Graves,Sylas,Lucian,Soraka
18594,1,Shen,Nunu,Leblanc,Caitlyn,Quinn,Seraphine,Kindred,Veigar,Lucian,Nami
18595,1,Swain,Lillia,Zed,Ezreal,Taliyah,Urgot,Amumu,Riven,Jhin,Thresh
18596,1,MonkeyKing,Shyvana,Yasuo,Jinx,Pyke,Gnar,Talon,Lux,MissFortune,Galio
18597,1,Mordekaiser,Vi,Akali,Tristana,Lux,Sett,MasterYi,Taliyah,Twitch,Yuumi
18598,0,Urgot,Graves,Nasus,Jhin,Seraphine,Kayle,MonkeyKing,Qiyana,Tristana,Lux
18599,1,Gangplank,XinZhao,Ahri,Kaisa,Leona,MonkeyKing,Diana,Qiyana,Rell,Samira
18600,0,Gangplank,Karthus,Ahri,MissFortune,Velkoz,Quinn,Lillia,Tryndamere,Ashe,Xerath
18601,1,Yone,Ekko,Galio,Tristana,Zyra,Irelia,Ivern,Veigar,Kalista,Senna
18602,1,Garen,Elise,Heimerdinger,Senna,TahmKench,Fiora,Kayn,Velkoz,KogMaw,Lulu
18603,1,Vladimir,LeeSin,Lux,Samira,Pantheon,Shen,Kayn,Irelia,Jinx,Yuumi
18604,1,Garen,Shaco,Zed,Vayne,Lux,Kayle,Diana,Yasuo,Zeri,Karma
18605,0,Gnar,Zed,Riven,Twitch,Lux,Shen,Diana,Yasuo,Jinx,Swain
18606,0,Nasus,Kayn,Twitch,Jhin,Brand,Swain,Graves,Zed,MissFortune,Xerath
18607,0,Illaoi,Graves,Azir,Caitlyn,Nami,Vayne,Kayn,Yasuo,Ezreal,Alistar
18608,1,Talon,Volibear,Jax,Viktor,Lulu,Quinn,Nocturne,Ahri,Ezreal,Janna
18609,1,Gangplank,Vi,Yasuo,Vayne,Swain,Kled,Chogath,Zed,Draven,Xerath
18610,0,Gangplank,XinZhao,Yasuo,Xayah,Karma,Renekton,MasterYi,Garen,KogMaw,Seraphine
18611,1,Nasus,Skarner,Swain,Caitlyn,Zyra,Darius,Khazix,Karthus,Vayne,Yuumi
18612,0,Ornn,JarvanIV,Akshan,Jhin,Zyra,Volibear,Viego,Viktor,Senna,TahmKench
18613,0,Yone,Khazix,Ahri,Vayne,Shaco,Chogath,Vi,Kayle,Jhin,Rakan
18614,0,Jax,Hecarim,Corki,Jhin,MissFortune,Tryndamere,Nidalee,Twitch,Sivir,Leona
18615,0,Garen,Shaco,Heimerdinger,Ezreal,Janna,Darius,MonkeyKing,Fizz,Vayne,Zyra
18616,1,Nasus,Vi,Ahri,Vayne,Teemo,Urgot,Warwick,Chogath,Tristana,Pantheon
18617,1,Lillia,MonkeyKing,Yasuo,Ezreal,Swain,Shen,Kindred,Talon,Samira,Thresh
18618,0,Vayne,Orianna,Lux,Urgot,MasterYi,Udyr,Caitlyn,Nautilus,Ornn,Kayle
18619,0,Gangplank,Volibear,Irelia,Jinx,Maokai,Fiora,Trundle,Twitch,Lucian,Leona
18620,0,Fiora,Diana,MonkeyKing,Ashe,Maokai,Yorick,FiddleSticks,Irelia,Tristana,Janna
18621,1,Chogath,Rammus,Garen,Jinx,Janna,Sion,Graves,Ahri,Jhin,Lux
18622,0,Sion,Amumu,Ahri,Yasuo,Brand,Sett,Diana,Velkoz,MissFortune,Yuumi
18623,0,Renekton,Warwick,Vex,Jinx,Blitzcrank,Trundle,Senna,Viktor,Tristana,Kindred
18624,1,Sion,Diana,Irelia,Jhin,Swain,Gangplank,Warwick,Yasuo,Ziggs,Leona
18625,1,Garen,Taliyah,Qiyana,Senna,Zeri,Katarina,MonkeyKing,Yasuo,Veigar,Lux
18626,0,Jax,Elise,Yasuo,Samira,Nautilus,Tryndamere,MasterYi,Veigar,Jinx,Taliyah
18627,1,Riven,Morgana,Annie,Ashe,Rell,Gnar,Twitch,Zed,Ezreal,Lissandra
18628,1,Camille,JarvanIV,Akali,Zeri,Blitzcrank,TwistedFate,Nunu,Warwick,MissFortune,Pyke
18629,0,Jayce,Rengar,Heimerdinger,Sivir,Leona,Tryndamere,Nunu,Lux,Kaisa,Swain
18630,1,Sett,Lillia,Akshan,Caitlyn,Brand,Viego,Poppy,Lux,Xayah,Alistar
18631,1,Ornn,Shaco,Diana,Kalista,Thresh,Teemo,Warwick,Veigar,Ezreal,Nami
18632,0,Sejuani,Nocturne,Ahri,Ezreal,Seraphine,Jax,Kayn,Fizz,Jinx,Leona
18633,0,Garen,JarvanIV,Swain,Vayne,Veigar,Yasuo,FiddleSticks,Lucian,Sylas,Blitzcrank
18634,0,Lillia,Mordekaiser,Zed,Ezreal,Lux,Jayce,LeeSin,Singed,Twitch,Xerath
18635,0,Gangplank,Hecarim,Vex,Vayne,Lulu,Yasuo,Sejuani,Nasus,Ezreal,Zilean
18636,1,Mordekaiser,Nocturne,Akali,Jhin,Blitzcrank,Lillia,Twitch,Viktor,Jinx,Senna
18637,0,Aatrox,Warwick,Neeko,Ashe,Taric,Yorick,Shyvana,Irelia,Ezreal,Sona
18638,1,Darius,MonkeyKing,Ahri,Jinx,Leona,Pantheon,Viego,Katarina,Ezreal,Nautilus
18639,1,Garen,Trundle,Irelia,Jinx,Lulu,Aatrox,Singed,Fizz,Heimerdinger,Yuumi
18640,1,TahmKench,RekSai,Katarina,Caitlyn,Morgana,Sett,Twitch,Velkoz,Samira,Annie
18641,0,Aatrox,Gragas,Vex,Lucian,Yuumi,Tryndamere,Viego,Diana,Jinx,Lux
18642,1,Mordekaiser,Kayn,Vex,Ezreal,Senna,Garen,Poppy,Lux,Jhin,Swain
18643,0,Volibear,MasterYi,Yone,Aphelios,Swain,Garen,Nunu,Karthus,Ashe,MissFortune
18644,0,Jax,Vi,AurelionSol,Kaisa,Senna,Singed,Kayn,Zed,Jhin,Lulu
18645,1,Nasus,Darius,Swain,MissFortune,Brand,Malphite,Poppy,Azir,Sivir,Senna
18646,1,Kayle,Kayn,Anivia,Jhin,Thresh,Akali,Malphite,Ahri,MissFortune,Yuumi
18647,1,Tryndamere,Volibear,Azir,Kaisa,Bard,Heimerdinger,Diana,Zed,Twitch,Yuumi
18648,0,Kayle,MasterYi,Malzahar,Karthus,Leona,Olaf,Mordekaiser,Xerath,Ashe,Pyke
18649,0,Mordekaiser,Talon,Viktor,Ezreal,Xerath,Gwen,MonkeyKing,Vladimir,Lucian,Nami
18650,1,Jax,Shaco,Syndra,Samira,Nautilus,Rengar,Nocturne,Kayle,Lucian,Blitzcrank
18651,1,MasterYi,Fiora,Varus,Lucian,Nami,Yorick,Zac,Gangplank,Cassiopeia,Lux
18652,1,Gangplank,Volibear,Anivia,Caitlyn,Lux,Tryndamere,Talon,Teemo,Ezreal,Brand
18653,1,Yasuo,RekSai,Graves,Samira,Lux,Sett,MasterYi,Kayle,Jinx,Janna
18654,0,Kayle,Nocturne,Tristana,Taliyah,Pyke,Olaf,Kayn,Renekton,Vayne,Sona
18655,1,Mordekaiser,Khazix,Sylas,Twitch,Soraka,Volibear,MonkeyKing,Xerath,Jhin,Nautilus
18656,1,Karthus,Mordekaiser,Irelia,MissFortune,Senna,Tryndamere,Olaf,Yasuo,Vayne,Twitch
18657,0,Singed,Shaco,Vladimir,Jinx,Senna,Akshan,MasterYi,Ekko,Kaisa,Lux
18658,0,Kayle,Vi,Diana,Xayah,Thresh,Irelia,Trundle,Zoe,Jhin,Sona
18659,0,Volibear,MasterYi,Corki,Kaisa,Shen,Garen,Nocturne,Sylas,Ezreal,Velkoz
18660,1,Shen,MasterYi,Kayle,Morgana,Yasuo,Volibear,Graves,Veigar,Ashe,Xerath
18661,0,Shen,Taliyah,Zilean,Nautilus,Senna,Sett,Rengar,Lux,Lucian,Nami
18662,0,Swain,Graves,Sylas,MissFortune,Senna,Chogath,MonkeyKing,Brand,Twitch,Lux
18663,0,Gnar,Kayn,Orianna,Soraka,Lux,Darius,Rengar,Diana,KogMaw,Bard
18664,0,Gangplank,Viego,Neeko,Ashe,Braum,DrMundo,Kayn,Corki,Samira,Thresh
18665,0,Tryndamere,Khazix,Mordekaiser,Ezreal,Senna,Pantheon,FiddleSticks,Sylas,Tristana,Lux
